objectid,title,tagline,description,url,last_update,created,item_count,featured,status,search_index,categories,type,media_types,location,latitude,longitude,date_start,date_end,notes,featured_image,image_small,image_thumb,image_alt_text,image_source,data_location,repository_location,metadata_location,cdmid
campus,UI Campus Photograph Collection,Historical photographs documenting the history of the U of I Campus from 1889 to the present,The University of Idaho Campus Photograph Collection contains over 3000 historical photographs of the UI Campus from 1889 to the present.,https://www.lib.uidaho.edu/digital/campus/,2023-12,2014,3115,,published,true,Campus; U of I,Campus Collections,images,"University of Idaho; Moscow, ID",46.728014,-117.011009,1889,2014,,https://objects.lib.uidaho.edu/campus/campus02216.jpg,https://objects.lib.uidaho.edu/campus/small/campus02216_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus02216_th.jpg,A black-and-white photo of the U of I Administration Building with the Science Hall in the background.,https://www.lib.uidaho.edu/digital/campus/items/campus02245.html,https://www.lib.uidaho.edu/digital/campus/assets/data,https://github.com/uidaholib/campus-collections-template/tree/campus,https://raw.githubusercontent.com/uidaholib/campus-collections-template/refs/heads/campus/_data/campus.csv,pg1
uief,UIEF Research Exchange,A Growing Collection of Research from the University of Idaho Experimental Forest,The University of Idaho Experimental Forest (UIEF) is Idaho's primary working research and teaching forest. The Research Exchange is a living database that provides access to UIEF research and related content to help inspire scientific inquiry and inform forestry and natural resource management.,https://www.lib.uidaho.edu/digital/uief/,2024-02,2023,329,,published,true,Campus; U of I; Research; Forests,,documents,"Moscow, ID",46.836471,-116.802608,1928,2022,"customized, external workflow for adding new items",https://objects.lib.uidaho.edu/uief/FY22_771864077_MH11_0044.jpg,https://objects.lib.uidaho.edu/uief/small/fy22_771864077_mh11_0044_sm.jpg,https://objects.lib.uidaho.edu/uief/thumbs/fy22_771864077_mh11_0044_th.jpg,Two people wearing protective gear burn underbrush in the U of I Experimental Forest,,https://www.lib.uidaho.edu/digital/uief/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/uief,https://raw.githubusercontent.com/uidaholib/documents-digital-collections-template/refs/heads/uief/_data/uief.csv,
commencement,University of Idaho Commencement Programs,"Commencement programs and related materials from the University of Idaho, 1896-2019",A digital collection comprised of 169 University of Idaho commencement programs and other pamphlets spanning the years 1896-2019.,https://www.lib.uidaho.edu/digital/commencement/,2023-12,2022,180,,published,true,Campus; U of I,Campus Collections,documents,"University of Idaho; Moscow, ID",46.728014,-117.011009,1896,2019,,https://objects.lib.uidaho.edu/commencement/commencement1.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement1_sm.jpg,https://objects.lib.uidaho.edu/commencement/thumbs/commencement1_th.jpg,Black and white image of students during graduation.,https://www.lib.uidaho.edu/digital/commencement/items/commencement166.html,https://www.lib.uidaho.edu/digital/commencement/assets/data,https://github.com/uidaholib/campus-collections-template/tree/commencement,https://raw.githubusercontent.com/uidaholib/campus-collections-template/refs/heads/commencement/_data/commencement.csv,commencement
coursecatalogs,University of Idaho General Catalogs,Historic Campus and Curriculum Information,Historic Campus and Curriculum Information,https://www.lib.uidaho.edu/digital/coursecatalogs/,2023-12,2021,71,,published,true,Campus; U of I,Campus Collections,documents,"University of Idaho; Moscow, ID",46.725714,-117.011277,1913,2014,,https://objects.lib.uidaho.edu/coursecatalogs/ua2011-30_1994.jpg,https://objects.lib.uidaho.edu/coursecatalogs/small/ua2011-30_1994_sm.jpg,https://objects.lib.uidaho.edu/coursecatalogs/thumbs/ua2011-30_1994_th.jpg,artwork cover for a U of I course catalog,https://www.lib.uidaho.edu/digital/coursecatalogs/items/coursecatalogs020.html,https://www.lib.uidaho.edu/digital/coursecatalogs/assets/data,https://github.com/uidaholib/campus-collections-template/tree/coursecatalogs,https://raw.githubusercontent.com/uidaholib/campus-collections-template/refs/heads/coursecatalogs/_data/coursecatalogs.csv,
uihistorical,University of Idaho Historical Photos,Photographs documenting campus life at the University of Idaho from 1890 to 1980,"A variety of photographs from several photographic collections held by Special Collections &amp; Archives that depict scenes from the University of Idaho&apos;s past. Includes portraits of past professors and alumni, as well as photos of buildings and events.",https://www.lib.uidaho.edu/digital/uihistorical/,2023-12,2011,346,,published,true,U of I; Campus,Campus Collections,images,"University of Idaho; Moscow, ID",46.725714,-117.011277,1863,1975,,https://objects.lib.uidaho.edu/uihistorical/spec_uihp11.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp11_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp11_th.jpg,Black-and-white photo of the U of I Administration Building in 1900,https://www.lib.uidaho.edu/digital/uihistorical/items/spec_uihp11.html,https://www.lib.uidaho.edu/digital/uihistorical/assets/data,https://github.com/uidaholib/campus-collections-template/tree/uihistorical,https://raw.githubusercontent.com/uidaholib/campus-collections-template/refs/heads/uihistorical/_data/uihistorical.csv,spec_uihp
pg2,University of Idaho Student Organizations Collection (PG2),A collection of photographs documenting student organizations from 1893 to 1992,"The University of Idaho Student Organizations Collection is a collection of digitized historical images focused on student organizations and events at the University of Idaho's main campus in Moscow, ID. This digital collection is mostly taken from the library's Special Collections & Archive's UI Student Organizations Collection, which is referred to as Photograph Group 2 (PG2). The collection comprises thousands of images spanning from 1893 to the early 1990s.",https://www.lib.uidaho.edu/digital/pg2/,2024-02,2017,2630,,published,true,U of I; Campus,Campus Collections,documents; images,"University of Idaho; Moscow, ID",46.728347,-117.007264,1898,,,https://objects.lib.uidaho.edu/pg2/pg2585.jpg,https://objects.lib.uidaho.edu/pg2/small/pg2585_sm.jpg,https://objects.lib.uidaho.edu/pg2/thumbs/pg2585_th.jpg,A large crowd of students gathers on the Administration lawn during the Hulme fights in 1926.,https://www.lib.uidaho.edu/digital/pg2/items/pg2585.html,https://www.lib.uidaho.edu/digital/pg2/assets/data,https://github.com/uidaholib/campus-collections-template/tree/pg2,https://raw.githubusercontent.com/uidaholib/campus-collections-template/refs/heads/pg2/_data/pg2.csv,pg2
womenscenter,University of Idaho Women's Center Records,"Newsletters and photographs from the University of Idaho Women's Center Records, 1970-2013","Newsletters and photographs from the University of Idaho Women's Center Records, 1970-2013.",https://www.lib.uidaho.edu/digital/womenscenter/,2024-02,2024-02,508,,published,true,Campus; U of I,Campus Collections,images; documents; videos,"University of Idaho; Moscow, ID",46.728014,-117.011009,1912,2008,,https://objects.lib.uidaho.edu/womenscenter/ug71_b11_f379-006.jpg,https://objects.lib.uidaho.edu/womenscenter/small/ug71_b11_f379-006_sm.jpg,https://objects.lib.uidaho.edu/womenscenter/thumbs/ug71_b11_f379-006_th.jpg,Four women sitting on a couch in the Women's Center during an event.,https://www.lib.uidaho.edu/digital/womenscenter/items/womenscenter237.html,https://www.lib.uidaho.edu/digital/womenscenter/assets/data,https://github.com/uidaholib/campus-collections-template/tree/womenscenter,https://raw.githubusercontent.com/uidaholib/campus-collections-template/refs/heads/womenscenter/_data/womenscenter.csv,womenscenter
campushistory,University of Idaho: Then and Now,A curated exhibit of historic buildings on the University of Idaho campus,A curated exhibit of historic buildings over time on the University of Idaho campus,https://www.lib.uidaho.edu/digital/campushistory/,,2019-08,27,,published,false-incompatible,Idaho; U of I; Campus,Campus Collections,images,"University of Idaho; Moscow, ID",46.728077,-117.020026,1899,2019,,https://www.lib.uidaho.edu/media/digital/small/campushistory.jpg,https://www.lib.uidaho.edu/media/digital/small/campushistory.jpg,https://www.lib.uidaho.edu/media/digital/small/campushistory.jpg,A side-by-side image of the Administration Building at the University of Idaho during two different time periods.,,,https://github.com/uidaholib/campus-photos,https://raw.githubusercontent.com/uidaholib/campus-photos/_data/campushistory.csv,
vpod,Vandal Poem of the Day,,A public poetry project that brings relevant contemporary poetry to the University of Idaho and the broader Idaho community.,https://poetry.lib.uidaho.edu/,,2015-11,,,published,false-na-external,Poetry; Research,CDIL,poetry,"University of Idaho; Moscow, ID",46.728347,-117.007264,2015,,wordpress site hosted on Reclaim,https://www.lib.uidaho.edu/media/digital/small/vpod.jpg,https://www.lib.uidaho.edu/media/digital/small/vpod.jpg,https://www.lib.uidaho.edu/media/digital/small/vpod.jpg,"Text reading ""Vandal poem of the day.""",,,,,
vandalvideo,Vandal Video Collection,"Historic videos of University of Idaho Basketball and Football Games, 1925 - 1997",The Vandal Video Collection is a collection of 160+ digitized 16mm Film reels that were scouting videos for both football and basketball games..,https://www.lib.uidaho.edu/digital/vandalvideo/,2023-12,2011,166,,published,true,Campus; U of I; Sports,,videos,"University of Idaho; Moscow, ID",46.727212,-117.01655,1925,1993,,https://objects.lib.uidaho.edu/vandalvideo/vandal_video_banner.jpg,https://objects.lib.uidaho.edu/footballcovers/small/footballcovers19_sm.jpg,https://objects.lib.uidaho.edu/footballcovers/thumbs/footballcovers19_th.jpg,"Image depicting a football player in a blue jersey carrying a football. The image reads ""Oregon State vs. Idaho (homecoming).""",https://www.lib.uidaho.edu/digital/footballcovers/items/footballcovers19.html,https://www.lib.uidaho.edu/digital/vandalvideo/assets/data,https://github.com/uidaholib/campus-collections-template/tree/vandalvideo,https://raw.githubusercontent.com/uidaholib/campus-collections-template/refs/heads/vandalvideo/_data/vandalvideo.csv,vandalvideo
verso,VERSO,"Vandal Expertise, Research, and Scholarship Online","VERSO preserves and provides access to the research and creative output of the University of Idaho's faculty, students and staff. Fed from institutional and publicly accessible data, VERSO includes a network of web profiles and an archive of publications.",https://verso.uidaho.edu/esploro/,,2024,,,published,false-na-external,U of I; Research,Application,documents,"University of Idaho; Moscow, ID",46.72724,-117.01396,,,,https://www.lib.uidaho.edu/media/digital/small/verso.jpg,https://www.lib.uidaho.edu/media/digital/small/verso.jpg,https://www.lib.uidaho.edu/media/digital/small/verso.jpg,Image of a person looking into a microscope in front of a computer.,,,,,
voicesofgayrodeo,Voices of Gay Rodeo,Oral Histories from the International Gay Rodeo Association,"Partnering with the International Gay Rodeo Association to collect and preserve people's experiences as LGBTQ+ westerners, this project seeks to protect endangered histories and relocate LGBTQ+ people back into the American West as people continue to build resilient communities.",https://www.voicesofgayrodeo.com,,2019,,,published,false-na-external,Research; Rodeo; Oral History,CDIL,documents,Texas; Colorado; New Mexico; California,,,2016,2018,,https://www.lib.uidaho.edu/media/digital/small/gayrodeo.jpg,https://www.lib.uidaho.edu/media/digital/small/gayrodeo.jpg,https://www.lib.uidaho.edu/media/digital/small/gayrodeo.jpg,man rides a horse in the rodeo ground with rainbow flag,,,https://github.com/thecdil/gayrodeo_dev,,
wwami,WWAMI Scrapbook,"Washington, Wyoming, Alaska, Montana, and Idaho Medical Program Scrapbook","A scrapbook of photos, correspondence, and clippings documenting WWAMI's early years from 1971 to 1975.",https://www.lib.uidaho.edu/digital/wwami/,2024-10,2024-10,154,,published,true,U of I; Education,,images; scrapbooks,"University of Idaho; Moscow, ID",46.72881962,-117.0125882,1971,1975,,https://objects.lib.uidaho.edu/wwami/wwami_066.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_066_sm.jpg,https://objects.lib.uidaho.edu/wwami/thumbs/wwami_066_th.jpg,A group photograph of the WAMI 1973-74 cohort,https://www.lib.uidaho.edu/digital/wwami/items/ug135-scrapbook1-page66.html,https://www.lib.uidaho.edu/digital/wwami/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/wwami,https://raw.githubusercontent.com/uidaholib/base-digital-collections-template/refs/heads/wwami/_data/wwami.csv,
webarchive,Web Archive Collections,Preserving Access to Unique Born Digital Content,"To ensure continued access to the unique born-digital content published on University of Idaho websites, the Library proactively captures university communications in their original web context. These materials are made available in our digital collections and as part of larger web archives.",https://www.lib.uidaho.edu/digital/webarchive/,,2016,,,published,false-na-portal,U of I; Campus,,web pages; documents,University of Idaho,46.728347,-117.007264,1997,2017,"portal for web archives collections, rather than listing them separately, with help content",https://www.lib.uidaho.edu/media/digital/small/webarchive.jpg,https://www.lib.uidaho.edu/media/digital/small/webarchive.jpg,https://www.lib.uidaho.edu/media/digital/small/webarchive.jpg,screenshot of library website from 1990s with yellow background,,,https://github.com/uidaholib/campus-collections-template/tree/webarchive,,
whitepine,White Pine - King of Many Waters Collection,Images used in the making of the book White Pine - King of Many Waters,Images used in the making of the book White Pine - King of Many Waters,https://www.lib.uidaho.edu/digital/whitepine/,2023-12,2015,134,,published,true,Idaho; Water; Forests,,images,"Coeur d'Alene, ID",47.6776,-116.7925,1884,1969,,https://objects.lib.uidaho.edu/whitepine/whitepine_feature.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-88_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-88_th.jpg,"A.W. Post and Crew stand in the Company yard and sawmill, Rathdrum, Idaho.",https://www.lib.uidaho.edu/digital/whitepine/items/whitepine137.html,https://www.lib.uidaho.edu/digital/whitepine/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/whitepine,https://raw.githubusercontent.com/uidaholib/base-digital-collections-template/refs/heads/whitepine/_data/whitepine.csv,whitepine
wim,"Washington, Idaho & Montana Railway Records Collection","Maps and blueprints from the Washington, Idaho & Montana Railway Records","A digital collection of maps and blueprints from MG 139, Washington, Idaho & Montana (WI&M) Railway Records, 1903-1962. The items include diagrams of proposed housing plans and maps of the railway line.",https://www.lib.uidaho.edu/digital/wim/,2023-12,2018,11,,published,true,Idaho; Railroads,,images,"Palouse, WA; Potlatch, ID; Bovill, ID; Deary, ID",46.91101856,-116.7189793,1905,1910,,https://objects.lib.uidaho.edu/wim/wim001_feature.jpg,https://objects.lib.uidaho.edu/wim/small/wim1-3_sm.jpg,https://objects.lib.uidaho.edu/wim/thumbs/wim1-3_th.jpg,"Blueprint of the car repair tracks at Potlatch Station showing location of machine shop, round house, repair shop saw mill, loading dock, and planing mill.",https://www.lib.uidaho.edu/digital/wim/items/wim001.html,https://www.lib.uidaho.edu/digital/wim/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/wim,https://raw.githubusercontent.com/uidaholib/base-digital-collections-template/refs/heads/wim/_data/wim.csv,
winr,Women in Natural Resources,"A Collection of Journals and Photographs of the Women in Natural Resources (WiNR), an organization of University of Idaho faculty and staff","A Collection of Journals and Photographs of the Women in Natural Resources (WiNR), an organization of University of Idaho faculty and staff",https://www.lib.uidaho.edu/digital/winr/,2023-12,2022,84,,published,true,Idaho; U of I; Women; Water; Forests,,images; documents,"University of Idaho; Moscow, ID",46.727212,-117.01655,1979,2022,,https://objects.lib.uidaho.edu/winr/ug83-3-178.jpg,https://objects.lib.uidaho.edu/winr/small/ug83-3-178_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-3-178_th.jpg,"Photograph of Gretchen Sausen (Ranger and Fish Biologist) checking for aquatic insects on a rock at Elk Creek, Wallowa Valley Ranger District, Wallowa-Whitman N.F.",https://www.lib.uidaho.edu/digital/winr/items/winr_039.html,https://www.lib.uidaho.edu/digital/winr/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/winr,https://raw.githubusercontent.com/uidaholib/documents-digital-collections-template/refs/heads/winr/_data/winr.csv,
